Category,Sub-Category,Artist,Title,Carousel Info,Available,Visible
Acting & Performing Arts,Bring Unforgettable Characters to Life,David Lynch,Creativity and Film,,false,true
Acting & Performing Arts,Bring Unforgettable Characters to Life,Steve Martin,Comedy,,false,true
Acting & Performing Arts,Bring Unforgettable Characters to Life,Helen Mirren,Acting,,false,true
Acting & Performing Arts,Bring Unforgettable Characters to Life,Nancy Cartwright,Voice Acting,,false,true
Acting & Performing Arts,Bring Unforgettable Characters to Life,Happy Clothes,A Film About Patricia Field,,false,true
Acting & Performing Arts,Bring Unforgettable Characters to Life,Jodie Foster,Filmmaking,,false,true
Acting & Performing Arts,Bring Unforgettable Characters to Life,Samuel L. Jackson,Acting,,false,true
Acting & Performing Arts,Bring Unforgettable Characters to Life,Natalie Portman,Acting,,false,true
Acting & Performing Arts,Develop Comedy & Improv Skills,Judd Apatow,Comedy,,false,true
Acting & Performing Arts,Develop Comedy & Improv Skills,Amy Poehler,Prepare to Be Unprepared,,false,true
Acting & Performing Arts,Develop Comedy & Improv Skills,Steve Martin,Comedy,,false,false
Acting & Performing Arts,Develop Comedy & Improv Skills,David Sedaris,Storytelling and Humor,,false,true
Acting & Performing Arts,Develop Comedy & Improv Skills,Kevin Hart,Using Humor to Make Your Mark,,false,true
Acting & Performing Arts,"Learn the Art of Theater, Dance, & Magic",Es Devlin,Turning Ideas Into Art,,false,true
Acting & Performing Arts,"Learn the Art of Theater, Dance, & Magic",Penn & Teller,The Art of Magic,,false,true
Acting & Performing Arts,"Learn the Art of Theater, Dance, & Magic",Misty Copeland,Technique and Artistry,,false,true
Acting & Performing Arts,"Learn the Art of Theater, Dance, & Magic",Helen Mirren,Acting,,false,false
Acting & Performing Arts,"Learn the Art of Theater, Dance, & Magic",Parris Goebel,Creativity in Choreography,,false,true
Acting & Performing Arts,"Learn the Art of Theater, Dance, & Magic",David Mamet,Dramatic Writing,,false,true
Acting & Performing Arts,Overcome Stage Fright & Gain Confidence,Misty Copeland,Technique and Artistry,,false,false
Acting & Performing Arts,Overcome Stage Fright & Gain Confidence,Judd Apatow,Comedy,,false,false
Acting & Performing Arts,Overcome Stage Fright & Gain Confidence,Amy Poehler,Prepare to Be Unprepared,,false,false
Acting & Performing Arts,Overcome Stage Fright & Gain Confidence,Steve Martin,Comedy,,false,false
Acting & Performing Arts,Overcome Stage Fright & Gain Confidence,Danny Elfman,Music for Film,,false,true
Acting & Performing Arts,Overcome Stage Fright & Gain Confidence,Helen Mirren,Acting,,false,false
Acting & Performing Arts,Overcome Stage Fright & Gain Confidence,Kevin Hart,Using Humor to Make Your Mark,,false,false
Acting & Performing Arts,Overcome Stage Fright & Gain Confidence,Simone Biles,Gymnastics Fundamentals,,false,true
Acting & Performing Arts,Overcome Stage Fright & Gain Confidence,LeVar Burton,The Power of Storytelling,,false,true
Acting & Performing Arts,Overcome Stage Fright & Gain Confidence,Naomi Campbell,Modeling Fundamentals,,false,true
Acting & Performing Arts,Overcome Stage Fright & Gain Confidence,Samuel L. Jackson,Acting,,false,false
Acting & Performing Arts,Polish Your Acting & Nail That Audition,Usher,The Art of Performance,,false,true
Acting & Performing Arts,Polish Your Acting & Nail That Audition,Steve Martin,Comedy,,false,false
Acting & Performing Arts,Polish Your Acting & Nail That Audition,Helen Mirren,Acting,,false,false
Acting & Performing Arts,Polish Your Acting & Nail That Audition,Nancy Cartwright,Voice Acting,,false,false
Acting & Performing Arts,Polish Your Acting & Nail That Audition,Samuel L. Jackson,Acting,,false,false
Acting & Performing Arts,Polish Your Acting & Nail That Audition,Natalie Portman,Acting,,false,false
Acting & Performing Arts,Study Voice Acting & Refine Your Diction,Helen Mirren,Acting,,false,false
Acting & Performing Arts,Study Voice Acting & Refine Your Diction,Nancy Cartwright,Voice Acting,,false,false
Acting & Performing Arts,Study Voice Acting & Refine Your Diction,Kevin Hart,Using Humor to Make Your Mark,,false,false
Acting & Performing Arts,Study Voice Acting & Refine Your Diction,Chris Voss,The Art of Negotiation,,false,true
Acting & Performing Arts,Study Voice Acting & Refine Your Diction,LeVar Burton,The Power of Storytelling,,false,false
Acting & Performing Arts,Study Voice Acting & Refine Your Diction,Amanda Gorman,Writing and Performing Poetry,,false,true
Acting & Performing Arts,Study Voice Acting & Refine Your Diction,Samuel L. Jackson,Acting,,false,false
Acting & Performing Arts,Study Voice Acting & Refine Your Diction,Natalie Portman,Acting,,false,false
Art & Design,Elevate Your Fashion & Personal Style,Sir John,Create Makeup Looks for Any Moment,,false,true
Art & Design,Elevate Your Fashion & Personal Style,RuPaul,Self-Expression and Authenticity,,false,true
Art & Design,Elevate Your Fashion & Personal Style,Bobbi Brown,Makeup and Beauty,,false,true
Art & Design,Elevate Your Fashion & Personal Style,Karla Welch,Building and Owning Your Personal Style,,false,true
Art & Design,Elevate Your Fashion & Personal Style,Jen Atkin,Style Your Own Hair For Any Occasion,,false,true
Art & Design,Elevate Your Fashion & Personal Style,Tan France,Style for Everyone,,false,true
Art & Design,Elevate Your Fashion & Personal Style,Marc Jacobs,Fashion Design,,false,true
Art & Design,Elevate Your Fashion & Personal Style,Anna Wintour,Creativity and Leadership,,false,true
Art & Design,Elevate Your Fashion & Personal Style,Laura Kim & Fernando Garcia,Creative Collaboration and Fashion,,false,true
Art & Design,Elevate Your Fashion & Personal Style,Happy Clothes,A Film About Patricia Field,,false,false
Art & Design,Elevate Your Fashion & Personal Style,Diane von Furstenberg,Building a Fashion Brand,,false,true
Art & Design,Elevate Your Fashion & Personal Style,Naomi Campbell,Modeling Fundamentals,,false,false
Art & Design,"Paint, Design, or Create Art",Maurice Harris,Design Stunning Floral Arrangements,,false,true
Art & Design,"Paint, Design, or Create Art",Es Devlin,Turning Ideas Into Art,,false,false
Art & Design,"Paint, Design, or Create Art",Devon Rodriguez,Draw and Paint Realistic Portraits,,false,true
Art & Design,"Paint, Design, or Create Art",Tehachapi,A Documentary Film From Artist JR,,false,true
Art & Design,"Paint, Design, or Create Art",Futura,Spray-Painting & Abstract Art,,false,true
Art & Design,"Paint, Design, or Create Art",Jeff Koons,Art and Creativity,,false,true
Art & Design,"Paint, Design, or Create Art",Will Wright,Game Design and Theory,,false,true
Art & Design,"Paint, Design, or Create Art",David Carson,Graphic Design,,false,true
Art & Design,"Paint, Design, or Create Art","Angie Mar, Charles Gabriel, Quie Slobert...",GOAT,,false,true
Business & Entrepreneurship,Build Your Own Brand or Startup,Elaine Welteroth,Designing your career,,false,true
Business & Entrepreneurship,Build Your Own Brand or Startup,"Ethan Mollick, Allie K. Miller...",Achieve More With GenAI,"Work less, achieve more. Learn to leverage AI to boost productivity, enhance creativity, and automate routine tasks.",true,true
Business & Entrepreneurship,Build Your Own Brand or Startup,Mike Cessario and Laura Modi,Business Rebels,,false,true
Business & Entrepreneurship,Build Your Own Brand or Startup,Usher,The Art of Performance,,false,false
Business & Entrepreneurship,Build Your Own Brand or Startup,Mark Cuban,Win Big in Business,Learn the business success strategies that made billionaire Mark Cuban one of the most prolific entrepreneurs of all time.,true,true
Business & Entrepreneurship,Build Your Own Brand or Startup,Robert Reffkin,Buying and Selling Property,,false,true
Business & Entrepreneurship,Build Your Own Brand or Startup,Kris Jenner,The Power of Personal Branding,"Self-made star Kris Jenner teaches you how she built the Kardashian Jenner empire. Stand out and stay on top, whether you’re selling or sharing.",true,true
Business & Entrepreneurship,Build Your Own Brand or Startup,Martha Stewart,"Think Like a Boss, Live Like a Legend",,false,true
Business & Entrepreneurship,Build Your Own Brand or Startup,NINJA,Become a Streaming Icon,,false,true
Business & Entrepreneurship,Build Your Own Brand or Startup,Alexis Ohanian,Building Your Startup,,false,true
Business & Entrepreneurship,Build Your Own Brand or Startup,Jeff Goodby & Rich Silverstein,Advertising and Creativity,,false,true
Business & Entrepreneurship,Build Your Own Brand or Startup,Sara Blakely,Self-Made Entrepreneurship,,false,true
Business & Entrepreneurship,Build Your Own Brand or Startup,Richard Branson,Disruptive Entrepreneurship,,false,true
Business & Entrepreneurship,Build Your Own Brand or Startup,Parris Goebel,Creativity in Choreography,,false,false
Business & Entrepreneurship,Build Your Own Brand or Startup,Ramit Sethi,Financial Wellness,,false,true
Business & Entrepreneurship,Communicate Effectively & Work in Teams,Professor Jeffrey Pfeffer,The Power Playbook: How to Win at Work,,false,true
Business & Entrepreneurship,Communicate Effectively & Work in Teams,Chris Voss,Win Workplace Negotiations,,false,true
Business & Entrepreneurship,Communicate Effectively & Work in Teams,Kim Scott,Tackle the Hard Conversations With Radical Candor®,,false,true
Business & Entrepreneurship,Communicate Effectively & Work in Teams,Amy Poehler,Prepare to Be Unprepared,,false,false
Business & Entrepreneurship,Communicate Effectively & Work in Teams,Marc Jacobs,Fashion Design,,false,false
Business & Entrepreneurship,Communicate Effectively & Work in Teams,Daniel Pink,Sales and Persuasion,,false,true
Business & Entrepreneurship,Communicate Effectively & Work in Teams,Laura Kim & Fernando Garcia,Creative Collaboration and Fashion,,false,false
Business & Entrepreneurship,Communicate Effectively & Work in Teams,Dr. Alexandra Solomon,In Practice: Managing Back-to-School Stress,,false,true
Business & Entrepreneurship,Communicate Effectively & Work in Teams,Kevin Hart,Using Humor to Make Your Mark,,false,false
Business & Entrepreneurship,Communicate Effectively & Work in Teams,"Rich Paul, Bob Myers, and Draymond Green",The Dealmaker's Mindset,,false,true
Business & Entrepreneurship,Communicate Effectively & Work in Teams,Coach K,Values-Driven Leadership,,false,true
Business & Entrepreneurship,Communicate Effectively & Work in Teams,Mellody Hobson,Strategic Decision-Making,,false,true
Business & Entrepreneurship,Communicate Effectively & Work in Teams,Indra Nooyi,Leading With Purpose,,false,true
Business & Entrepreneurship,Communicate Effectively & Work in Teams,Rosalind Brewer,Business Innovation,,false,true
Business & Entrepreneurship,Communicate Effectively & Work in Teams,Esther Perel,Relational Intelligence,,false,true
Business & Entrepreneurship,Communicate Effectively & Work in Teams,Chris Voss,The Art of Negotiation,,false,false
Business & Entrepreneurship,Communicate Effectively & Work in Teams,Robin Roberts,Effective and Authentic Communication,,false,true
Business & Entrepreneurship,Communicate Effectively & Work in Teams,General Stanley McChrystal,Battlefield Tactics for Business Success,,false,true
Business & Entrepreneurship,Communicate Effectively & Work in Teams,Vanessa Van Edwards,"People Intelligence: Read, Lead, and Influence",,false,true
Business & Entrepreneurship,Communicate Effectively & Work in Teams,"Brian Carbaugh, Dawn Meyerriecks...",The Art of Intelligence,,false,true
Business & Entrepreneurship,Communicate Effectively & Work in Teams,Howard Schultz,Business Leadership,,false,true
Business & Entrepreneurship,Get Familiar With Finance & Investing,Elaine Welteroth,Designing your career,,false,false
Business & Entrepreneurship,Get Familiar With Finance & Investing,David Axelrod and Karl Rove,Campaign Strategy and Messaging,,false,true
Business & Entrepreneurship,Get Familiar With Finance & Investing,Paul Krugman,Economics,,false,true
Business & Entrepreneurship,Get Familiar With Finance & Investing,"Ray Dalio, Meredith Whitney...",Mastering the Markets,,false,true
Business & Entrepreneurship,Get Familiar With Finance & Investing,Michael Lewis,Tell a Great Story,,false,true
Business & Entrepreneurship,Get Familiar With Finance & Investing,Robert Reffkin,Buying and Selling Property,,false,false
Business & Entrepreneurship,Get Familiar With Finance & Investing,Mellody Hobson,Strategic Decision-Making,,false,false
Business & Entrepreneurship,Get Familiar With Finance & Investing,Daniel Negreanu,Poker,,false,true
Business & Entrepreneurship,Get Familiar With Finance & Investing,Ramit Sethi,Financial Wellness,,false,false
Business & Entrepreneurship,Get Familiar With Finance & Investing,"Chris Dixon, Changpeng ""CZ"" Zhao...",Crypto and the Blockchain,,false,true
Business & Entrepreneurship,Get Familiar With Finance & Investing,Howard Schultz,Business Leadership,,false,false
Business & Entrepreneurship,Improve Your Public Speaking Skills,"Bill Clinton, Richard Branson...",Skill Builder,,false,true
Business & Entrepreneurship,Improve Your Public Speaking Skills,George W. Bush,Authentic Leadership,,false,true
Business & Entrepreneurship,Improve Your Public Speaking Skills,George Stephanopoulos,Purposeful Communication,,false,true
Business & Entrepreneurship,Improve Your Public Speaking Skills,Michael Lewis,Tell a Great Story,,false,false
Business & Entrepreneurship,Improve Your Public Speaking Skills,Professor Jeffrey Pfeffer,The Power Playbook: How to Win at Work,,false,false
Business & Entrepreneurship,Improve Your Public Speaking Skills,Hillary Rodham Clinton,The Power of Resilience,,false,true
Business & Entrepreneurship,Improve Your Public Speaking Skills,Amy Poehler,Prepare to Be Unprepared,,false,false
Business & Entrepreneurship,Improve Your Public Speaking Skills,Kevin Hart,Using Humor to Make Your Mark,,false,false
Business & Entrepreneurship,Improve Your Public Speaking Skills,LeVar Burton,The Power of Storytelling,,false,false
Business & Entrepreneurship,Improve Your Public Speaking Skills,Robin Roberts,Effective and Authentic Communication,,false,false
Business & Entrepreneurship,Improve Your Public Speaking Skills,Bill Clinton,Inclusive Leadership,My shiny new slide - instructor,false,true
Business & Entrepreneurship,Improve Your Public Speaking Skills,Vanessa Van Edwards,"People Intelligence: Read, Lead, and Influence",,false,false
Business & Entrepreneurship,Improve Your Public Speaking Skills,"Brian Carbaugh, Dawn Meyerriecks...",The Art of Intelligence,,false,false
Business & Entrepreneurship,Improve Your Public Speaking Skills,Neil deGrasse Tyson,Scientific Thinking and Communication,,false,true
Business & Entrepreneurship,Innovate & Think Creatively in Business,"Ethan Mollick, Allie K. Miller...",Achieve More With GenAI,"Work less, achieve more. Learn to leverage AI to boost productivity, enhance creativity, and automate routine tasks.",true,false
Business & Entrepreneurship,Innovate & Think Creatively in Business,Mike Cessario and Laura Modi,Business Rebels,,false,false
Business & Entrepreneurship,Innovate & Think Creatively in Business,"Carol Dweck, David Yeager...",The Power of Mindset,,false,true
Business & Entrepreneurship,Innovate & Think Creatively in Business,Mark Cuban,Win Big in Business,Learn the business success strategies that made billionaire Mark Cuban one of the most prolific entrepreneurs of all time.,true,false
Business & Entrepreneurship,Innovate & Think Creatively in Business,Martha Stewart,"Think Like a Boss, Live Like a Legend",,false,false
Business & Entrepreneurship,Innovate & Think Creatively in Business,Diane Warren: Relentless,A Documentary by Bess Kargman,,false,true
Business & Entrepreneurship,Innovate & Think Creatively in Business,Whitney Wolfe Herd,Rewriting the Rules of Business and Life,,false,true
Business & Entrepreneurship,Innovate & Think Creatively in Business,Anna Wintour,Creativity and Leadership,,false,false
Business & Entrepreneurship,Innovate & Think Creatively in Business,Ryan Holiday,Using Ancient Wisdom to Solve Modern Problems,,false,true
Business & Entrepreneurship,Innovate & Think Creatively in Business,"Rich Paul, Bob Myers, and Draymond Green",The Dealmaker's Mindset,,false,false
